hour,day_of_week,location,latitude,longitude,vehicle_count,avg_speed_kmph,weather,is_holiday,congestion_level,datetime,month,is_weekend,is_rush_hour,weather_encoded
20,6,Mowa,21.281293262973293,81.64108043419137,224,55.4,Cloudy,1,0,2023-05-28 20:11:00,5,1,0,1
14,5,Amanaka,21.26973196566665,81.63502937638947,496,39.5,Clear,0,0,2023-01-07 14:31:00,1,1,0,0
18,5,Tikrapara,21.25853020337384,81.61999656086769,865,9.7,Rainy,1,2,2023-04-22 18:42:00,4,1,1,2
19,1,Katora Talab,21.236458103702784,81.63533906488782,1386,9.2,Clear,0,2,2023-05-23 19:40:00,5,0,1,0
4,3,Fafadih,21.2313250156444,81.66032508339934,233,27.0,Foggy,0,0,2023-01-19 04:54:00,1,0,0,3
3,3,Shankar Nagar,21.244944762715654,81.64135433369582,382,22.3,Clear,0,1,2023-01-26 03:26:00,1,0,0,0
18,2,Ring Road No 1,21.266853927702467,81.65040072762878,1395,14.1,Clear,0,2,2023-11-01 18:50:00,11,0,1,0
10,5,Shankar Nagar,21.243949369451503,81.64396518166375,411,36.3,Rainy,0,0,2023-06-03 10:23:00,6,1,0,2
15,1,Shankar Nagar,21.24066326853413,81.63857838237604,324,46.3,Clear,0,0,2023-05-30 15:08:00,5,0,0,0
22,1,Katora Talab,21.23364868737086,81.63702516820686,259,13.9,Rainy,0,1,2023-04-18 22:13:00,4,0,0,2
23,1,Shankar Nagar,21.242396283708217,81.64721639857133,494,20.5,Foggy,0,0,2023-09-05 23:44:00,9,0,0,3
11,3,GE Road,21.250071504802687,81.6492691026064,332,42.6,Clear,0,0,2023-11-16 11:59:00,11,0,0,0
5,6,Mowa,21.281984219905137,81.64631218577632,306,46.9,Cloudy,1,0,2023-09-10 05:56:00,9,1,0,1
20,6,Pandri,21.255523007153272,81.63201673246118,224,48.2,Clear,0,0,2023-08-27 20:50:00,8,1,0,0
1,0,Devendra Nagar,21.247648125051622,81.6245850538984,558,28.2,Rainy,1,0,2023-07-31 01:21:00,7,0,0,2
9,2,Tikrapara,21.26165672215233,81.61759762856735,484,15.1,Clear,1,1,2023-12-20 09:16:00,12,0,1,0
10,1,Jail Road,21.22816360223316,81.64009325108518,782,42.7,Clear,0,0,2023-06-20 10:25:00,6,0,0,0
21,4,Fafadih,21.232759630754952,81.66029354390133,685,35.6,Rainy,0,0,2023-06-23 21:30:00,6,0,0,2
17,3,Jail Road,21.231192774894915,81.64201061041715,977,21.3,Cloudy,0,1,2023-08-24 17:57:00,8,0,1,1
18,5,Katora Talab,21.236876813772582,81.63745506016211,658,5.4,Clear,0,2,2023-06-03 18:46:00,6,1,1,0
4,4,Fafadih,21.230816621771734,81.66081268108144,231,30.3,Clear,0,0,2023-02-03 04:17:00,2,0,0,0
19,4,Telibandha,21.237466355358794,81.64636692676585,703,15.6,Rainy,0,1,2023-10-20 19:24:00,10,0,1,2
1,5,Fafadih,21.232934638628315,81.66095650498323,436,11.3,Foggy,0,1,2023-12-30 01:17:00,12,1,0,3
16,4,Amanaka,21.273026899486485,81.63626162336911,379,14.0,Rainy,0,1,2023-04-21 16:19:00,4,0,0,2
16,2,Shankar Nagar,21.241451626351346,81.64580818513267,694,55.7,Clear,0,0,2023-08-16 16:01:00,8,0,0,0
9,1,Mowa,21.28134206739105,81.64346419540695,963,13.5,Foggy,0,1,2023-09-26 09:49:00,9,0,1,3
6,3,Jail Road,21.229347031802305,81.63818112152656,237,25.0,Rainy,0,0,2023-03-09 06:46:00,3,0,0,2
1,4,Pandri,21.25065558644786,81.6317774972394,289,18.0,Foggy,0,1,2023-06-09 01:43:00,6,0,0,3
0,4,Jail Road,21.23356917261187,81.64318648705655,519,43.7,Clear,0,0,2023-06-09 00:36:00,6,0,0,0
17,0,Amanaka,21.269022301156426,81.63276076513343,1171,10.5,Clear,0,2,2023-05-22 17:20:00,5,0,1,0
16,5,GE Road,21.251481772493825,81.64536312126887,287,39.4,Clear,0,0,2023-10-14 16:06:00,10,1,0,0
18,4,Ring Road No 1,21.26404633542837,81.65090479482741,675,17.3,Clear,0,1,2023-05-26 18:15:00,5,0,1,0
15,6,Telibandha,21.237967926996262,81.64691059386546,175,19.8,Clear,0,1,2023-01-15 15:57:00,1,1,0,0
19,2,Telibandha,21.239927200213145,81.64903459832067,1180,6.7,Foggy,0,2,2023-12-27 19:57:00,12,0,1,3
2,6,Jail Road,21.22746016632858,81.63435547557344,473,40.6,Clear,0,0,2023-10-01 02:59:00,10,1,0,0
3,0,Ring Road No 1,21.263344970189895,81.65474450319334,517,32.1,Rainy,0,0,2023-08-28 03:29:00,8,0,0,2
4,1,Tikrapara,21.263422518429092,81.61778580748683,464,56.1,Clear,0,0,2023-04-25 04:55:00,4,0,0,0
10,0,Jail Road,21.22859557587928,81.64103754851216,699,16.4,Clear,0,1,2023-06-19 10:29:00,6,0,0,0
9,2,Mowa,21.276903229121626,81.64290358379965,1000,7.5,Clear,0,2,2023-03-29 09:49:00,3,0,1,0
17,4,Shankar Nagar,21.24503216055677,81.64455386644777,489,15.7,Clear,0,1,2023-06-16 17:41:00,6,0,1,0
17,4,GE Road,21.25099969184704,81.64849265249964,1247,7.1,Foggy,0,2,2023-05-05 17:10:00,5,0,1,3
10,2,Devendra Nagar,21.243844034826488,81.62174623929192,441,16.0,Rainy,0,1,2023-10-18 10:34:00,10,0,0,2
15,5,Ring Road No 1,21.2629470422162,81.65193473101364,471,29.6,Clear,0,1,2023-10-21 15:07:00,10,1,0,0
2,3,Amanaka,21.271827169252465,81.63339364209864,311,45.8,Clear,0,0,2023-07-27 02:38:00,7,0,0,0
20,0,Fafadih,21.23608537713792,81.6606577527979,262,11.4,Foggy,0,1,2023-09-11 20:42:00,9,0,0,3
4,6,Jail Road,21.229757265411305,81.63860557664171,246,35.4,Clear,0,0,2023-01-01 04:42:00,1,1,0,0
6,1,Mowa,21.274051519479453,81.64406809079273,524,19.9,Rainy,0,1,2023-04-11 06:43:00,4,0,0,2
2,0,Devendra Nagar,21.247073687794185,81.62283734488577,208,42.5,Clear,0,0,2023-06-26 02:37:00,6,0,0,0
11,2,Amanaka,21.270133981434448,81.63603187843542,762,58.6,Clear,0,0,2023-02-01 11:57:00,2,0,0,0
9,6,Fafadih,21.229974908286227,81.6601418946453,290,19.0,Clear,0,1,2023-02-26 09:55:00,2,1,1,0
12,3,Devendra Nagar,21.24718852935924,81.62089142115367,758,24.5,Clear,0,1,2023-07-27 12:27:00,7,0,0,0
11,6,Katora Talab,21.237287115864333,81.63178683639076,438,21.9,Cloudy,0,1,2023-07-16 11:53:00,7,1,0,1
2,4,Telibandha,21.239832859964867,81.6500287170354,216,12.9,Foggy,0,1,2023-01-06 02:41:00,1,0,0,3
4,0,Telibandha,21.23566973636819,81.65242947870891,625,32.2,Foggy,0,0,2023-02-13 04:41:00,2,0,0,3
5,3,Devendra Nagar,21.244130816846404,81.62177949512598,721,20.5,Foggy,0,0,2023-11-16 05:29:00,11,0,0,3
13,3,Tikrapara,21.260501138394464,81.62099727469887,207,24.6,Foggy,0,0,2023-04-06 13:38:00,4,0,0,3
13,3,Katora Talab,21.234668356362043,81.6346233596997,759,40.9,Clear,1,0,2023-05-18 13:59:00,5,0,0,0
11,2,Mowa,21.27975763300066,81.64368621121453,794,25.7,Rainy,0,0,2023-12-27 11:07:00,12,0,0,2
8,2,Ring Road No 1,21.26375288311056,81.65046594432184,1312,22.8,Clear,0,1,2023-09-27 08:29:00,9,0,1,0
21,2,Ring Road No 1,21.261744819558704,81.6513722877661,752,50.9,Clear,0,0,2023-12-06 21:04:00,12,0,0,0
0,6,Fafadih,21.23095572197603,81.655357299033,464,38.1,Clear,0,0,2023-10-01 00:30:00,10,1,0,0
9,4,Devendra Nagar,21.246473119608314,81.62520786968217,667,16.4,Rainy,0,1,2023-06-30 09:18:00,6,0,1,2
1,6,GE Road,21.24647413512892,81.64688053859058,478,41.0,Clear,0,0,2023-05-14 01:40:00,5,1,0,0
0,3,Amanaka,21.27123830852201,81.63911499093943,696,18.7,Clear,0,1,2023-11-16 00:18:00,11,0,0,0
4,2,Amanaka,21.27004158741535,81.63354399411755,487,27.4,Clear,0,1,2023-05-10 04:39:00,5,0,0,0
18,4,GE Road,21.25083420711779,81.6516497528383,637,12.4,Clear,0,2,2023-03-31 18:47:00,3,0,1,0
5,2,Tikrapara,21.258808071641752,81.6171016159867,740,53.8,Clear,0,0,2023-09-06 05:51:00,9,0,0,0
4,2,Telibandha,21.23793451295564,81.64819334278347,707,48.9,Clear,0,0,2023-11-01 04:53:00,11,0,0,0
23,0,Jail Road,21.23004534063199,81.64334935691694,371,17.1,Rainy,0,1,2023-08-14 23:40:00,8,0,0,2
3,1,Jail Road,21.230446158546236,81.63959529299575,371,35.9,Clear,0,0,2023-05-16 03:03:00,5,0,0,0
12,6,Katora Talab,21.236116377462167,81.63137361838261,419,36.4,Clear,0,0,2023-04-30 12:43:00,4,1,0,0
14,6,Pandri,21.25316621955429,81.62944432560597,366,40.8,Rainy,1,0,2023-05-28 14:24:00,5,1,0,2
11,3,Katora Talab,21.23633904017282,81.6408862151357,642,29.7,Rainy,0,0,2023-11-23 11:54:00,11,0,0,2
3,2,Amanaka,21.27059750581673,81.63349641789982,798,22.8,Rainy,0,0,2023-05-17 03:16:00,5,0,0,2
18,0,Ring Road No 1,21.26254728480759,81.6534968914184,718,18.6,Cloudy,0,1,2023-12-11 18:49:00,12,0,1,1
0,0,Pandri,21.251626540821075,81.62672344404336,269,15.5,Clear,0,1,2023-12-11 00:53:00,12,0,0,0
7,3,Mowa,21.280738457869152,81.64096371182893,882,4.0,Rainy,0,2,2023-06-29 07:46:00,6,0,1,2
6,6,GE Road,21.25494659555244,81.65106009613143,226,46.9,Clear,0,0,2023-12-03 06:38:00,12,1,0,0
21,2,Telibandha,21.238005356208685,81.65266203272347,779,51.1,Clear,0,0,2023-07-12 21:48:00,7,0,0,0
9,2,Telibandha,21.239035711021057,81.65180554735024,498,23.5,Clear,0,1,2023-05-10 09:29:00,5,0,1,0
8,3,Jail Road,21.23076946563459,81.63840728669003,495,6.2,Clear,0,2,2023-06-15 08:10:00,6,0,1,0
5,1,Amanaka,21.26871290033537,81.63705992163517,271,37.1,Cloudy,0,0,2023-05-16 05:28:00,5,0,0,1
15,0,Telibandha,21.238230449335788,81.64929270307351,347,39.3,Clear,0,0,2023-11-27 15:06:00,11,0,0,0
22,1,Shankar Nagar,21.241589754841304,81.64294719813118,305,16.6,Clear,0,1,2023-08-15 22:16:00,8,0,0,0
15,1,Mowa,21.28302504983849,81.6401649341715,200,39.9,Rainy,0,0,2023-01-10 15:09:00,1,0,0,2
12,6,Ring Road No 1,21.263448438913347,81.65402444111083,142,38.2,Cloudy,0,0,2023-06-18 12:36:00,6,1,0,1
23,2,Devendra Nagar,21.24544071721751,81.6243047435925,271,39.3,Clear,0,0,2023-07-26 23:49:00,7,0,0,0
18,5,Mowa,21.276775212943708,81.64315661419442,714,11.1,Clear,0,2,2023-03-04 18:34:00,3,1,1,0
11,3,Jail Road,21.229425711469997,81.64207145999136,548,18.6,Clear,0,1,2023-02-16 11:34:00,2,0,0,0
5,4,Jail Road,21.23217477210313,81.64527912728404,240,41.0,Rainy,0,0,2023-04-14 05:35:00,4,0,0,2
20,4,Devendra Nagar,21.246759266346427,81.62405159263317,567,22.1,Foggy,0,0,2023-02-24 20:44:00,2,0,0,3
1,0,Tikrapara,21.26048876860316,81.61799366741438,225,47.4,Clear,0,0,2023-03-13 01:12:00,3,0,0,0
20,2,Shankar Nagar,21.24417696768693,81.64150919717972,711,23.4,Foggy,0,0,2023-10-04 20:19:00,10,0,0,3
10,3,Pandri,21.25173692195254,81.63223519507122,545,50.5,Clear,0,0,2023-01-19 10:03:00,1,0,0,0
16,4,Jail Road,21.22778691486944,81.64237975712226,749,21.7,Clear,0,1,2023-12-08 16:29:00,12,0,0,0
15,1,Pandri,21.25403423013468,81.62936386294601,219,36.2,Cloudy,1,0,2023-03-14 15:41:00,3,0,0,1
4,2,Ring Road No 1,21.259156290201982,81.64998435602581,376,43.5,Cloudy,0,0,2023-11-29 04:00:00,11,0,0,1
19,1,Shankar Nagar,21.24609398909312,81.64205426387541,477,7.1,Clear,0,2,2023-08-22 19:10:00,8,0,1,0
6,3,Tikrapara,21.25810139553541,81.61769045015755,545,51.5,Cloudy,0,0,2023-02-02 06:27:00,2,0,0,1
21,4,Fafadih,21.23478124005301,81.6622934671364,758,12.7,Foggy,0,1,2023-03-03 21:36:00,3,0,0,3
5,1,Pandri,21.250922135801662,81.62886635117637,264,20.4,Clear,0,1,2023-10-31 05:21:00,10,0,0,0
17,6,Ring Road No 1,21.262616483701912,81.649355179631,817,16.6,Clear,0,1,2023-07-09 17:10:00,7,1,1,0
12,4,Jail Road,21.23303075137894,81.63945535906159,361,15.7,Clear,1,1,2023-11-10 12:49:00,11,0,0,0
22,2,Telibandha,21.24133431704165,81.65314263210384,490,20.2,Foggy,0,0,2023-02-15 22:41:00,2,0,0,3
6,0,Ring Road No 1,21.26539662179629,81.65033675937457,477,38.5,Clear,0,0,2023-03-06 06:09:00,3,0,0,0
1,3,GE Road,21.252007460180675,81.64885160878721,384,33.1,Rainy,0,0,2023-12-21 01:38:00,12,0,0,2
13,2,Amanaka,21.26819259627854,81.63564871856344,771,25.6,Clear,0,1,2023-06-28 13:00:00,6,0,0,0
11,0,Shankar Nagar,21.24114192041768,81.64447535877692,752,37.8,Clear,0,0,2023-11-13 11:55:00,11,0,0,0
1,0,Tikrapara,21.259170765405404,81.61910231931175,315,35.6,Rainy,0,0,2023-05-22 01:12:00,5,0,0,2
5,1,Mowa,21.279466575743093,81.6417821900526,244,17.4,Clear,0,1,2023-09-12 05:10:00,9,0,0,0
19,2,Amanaka,21.27117338760295,81.63405019268676,1195,19.8,Cloudy,0,1,2023-06-21 19:51:00,6,0,1,1
16,2,Pandri,21.25314259459492,81.6269080406395,272,38.7,Rainy,0,0,2023-09-06 16:07:00,9,0,0,2
6,3,Fafadih,21.233352759159093,81.66507785799811,533,25.4,Clear,0,1,2023-08-03 06:47:00,8,0,0,0
6,0,Tikrapara,21.25809933735079,81.61734451005896,425,18.3,Clear,0,1,2023-07-31 06:24:00,7,0,0,0
6,3,Devendra Nagar,21.24662781569932,81.62375916356389,665,23.0,Clear,0,1,2023-03-16 06:59:00,3,0,0,0
11,0,Tikrapara,21.260801260198548,81.6196783742603,407,30.1,Clear,0,0,2023-11-20 11:17:00,11,0,0,0
3,5,Amanaka,21.27126944293712,81.63721939968391,473,35.6,Clear,0,0,2023-03-11 03:54:00,3,1,0,0
5,0,Amanaka,21.270819637313856,81.63451748469076,374,41.0,Clear,0,0,2023-11-06 05:50:00,11,0,0,0
15,0,Devendra Nagar,21.246945147402403,81.6271997638698,421,25.0,Foggy,0,0,2023-09-25 15:55:00,9,0,0,3
23,1,Ring Road No 1,21.26313473250724,81.64925094139066,452,26.2,Clear,0,1,2023-08-08 23:55:00,8,0,0,0
18,5,GE Road,21.253414161338576,81.64865923767209,258,5.9,Cloudy,0,2,2023-03-18 18:57:00,3,1,1,1
13,2,Katora Talab,21.23235466090797,81.6361948433543,603,25.6,Rainy,0,0,2023-01-18 13:33:00,1,0,0,2
7,0,Mowa,21.27782934362809,81.6421189334354,1387,18.9,Clear,0,1,2023-09-11 07:05:00,9,0,1,0
7,3,Fafadih,21.23376396066114,81.66158099935956,525,18.4,Clear,0,1,2023-06-01 07:41:00,6,0,1,0
0,3,GE Road,21.25261890363428,81.64802902725886,674,29.8,Foggy,0,0,2023-10-26 00:29:00,10,0,0,3
14,4,Fafadih,21.23412621159635,81.66068090664483,201,53.7,Clear,0,0,2023-11-17 14:45:00,11,0,0,0
1,4,Fafadih,21.234577620961776,81.66243073496803,636,34.2,Rainy,0,0,2023-09-29 01:18:00,9,0,0,2
21,0,GE Road,21.249329122595917,81.65107196423234,543,48.1,Clear,0,0,2023-04-17 21:05:00,4,0,0,0
1,3,Jail Road,21.22872807310977,81.64171611559657,592,22.0,Rainy,0,0,2023-07-06 01:07:00,7,0,0,2
17,1,Telibandha,21.239634574626805,81.65377636735359,482,20.5,Clear,0,1,2023-11-28 17:45:00,11,0,1,0
20,1,Katora Talab,21.236253068035257,81.63380136640777,794,37.9,Rainy,0,0,2023-02-28 20:30:00,2,0,0,2
11,2,Tikrapara,21.260061160788226,81.61809364043434,473,37.7,Clear,0,0,2023-06-14 11:57:00,6,0,0,0
14,0,Fafadih,21.234699883803884,81.65796737878313,713,38.7,Clear,0,0,2023-06-26 14:31:00,6,0,0,0
9,5,Jail Road,21.22769263516171,81.63796439415684,725,14.3,Foggy,0,1,2023-09-30 09:28:00,9,1,1,3
14,4,Shankar Nagar,21.245400615183947,81.64552122674516,282,32.6,Clear,0,0,2023-04-07 14:05:00,4,0,0,0
5,5,Shankar Nagar,21.243291101562924,81.64176235655361,219,46.4,Clear,0,0,2023-02-25 05:17:00,2,1,0,0
0,5,Katora Talab,21.236840104326227,81.63682375660522,438,58.6,Clear,0,0,2023-11-18 00:18:00,11,1,0,0
14,4,Fafadih,21.231245293731615,81.66167673796546,221,28.1,Clear,0,1,2023-08-04 14:47:00,8,0,0,0
20,6,Tikrapara,21.262050395259568,81.61970218833989,434,28.7,Rainy,0,0,2023-09-24 20:21:00,9,1,0,2
21,1,Mowa,21.2792791632332,81.64430209218514,742,52.9,Clear,0,0,2023-10-31 21:44:00,10,0,0,0
5,1,Telibandha,21.233493535414,81.65145575063906,466,25.2,Clear,0,1,2023-06-06 05:50:00,6,0,0,0
11,4,Pandri,21.250091848633744,81.62593873420629,666,40.6,Rainy,0,0,2023-03-17 11:18:00,3,0,0,2
5,5,Katora Talab,21.237722405199047,81.63724731709033,249,22.3,Clear,0,1,2023-05-27 05:11:00,5,1,0,0
14,0,GE Road,21.250925102970747,81.6508057490944,578,23.3,Clear,1,1,2023-03-06 14:16:00,3,0,0,0
4,0,Fafadih,21.236324556515974,81.66382982890717,659,39.3,Clear,0,0,2023-06-26 04:23:00,6,0,0,0
15,3,Pandri,21.254679929058742,81.63108425498214,348,57.7,Cloudy,0,0,2023-07-27 15:49:00,7,0,0,1
16,5,Ring Road No 1,21.263550867277804,81.6479960683762,351,36.3,Clear,0,0,2023-10-07 16:21:00,10,1,0,0
4,4,GE Road,21.250707875023743,81.64721350680936,778,47.8,Cloudy,0,0,2023-12-08 04:51:00,12,0,0,1
1,6,Shankar Nagar,21.247841885435,81.64174822837514,534,20.3,Clear,0,1,2023-09-03 01:08:00,9,1,0,0
11,3,Tikrapara,21.26034640961357,81.61980297075209,534,12.2,Rainy,0,1,2023-08-17 11:05:00,8,0,0,2
6,1,Tikrapara,21.260187204892745,81.62209010208086,285,39.2,Clear,0,0,2023-05-23 06:01:00,5,0,0,0
12,2,Shankar Nagar,21.242254701276533,81.64248921491047,702,20.5,Rainy,0,1,2023-09-20 12:12:00,9,0,0,2
12,1,Jail Road,21.228315058828606,81.63745995497756,637,31.6,Clear,0,0,2023-07-04 12:09:00,7,0,0,0
14,2,Fafadih,21.23187646181819,81.6611259264059,774,13.3,Rainy,0,1,2023-06-07 14:55:00,6,0,0,2
9,1,Devendra Nagar,21.244741395550964,81.62201515804026,1141,8.0,Foggy,0,2,2023-08-15 09:10:00,8,0,1,3
9,0,Telibandha,21.236087365072656,81.64993378885474,1326,6.3,Cloudy,0,2,2023-04-17 09:30:00,4,0,1,1
13,2,Shankar Nagar,21.24049055925194,81.64362011192738,479,33.7,Clear,0,0,2023-01-04 13:40:00,1,0,0,0
5,3,Telibandha,21.23906487950587,81.64718489700107,590,28.0,Clear,0,1,2023-04-13 05:53:00,4,0,0,0
9,4,Amanaka,21.2693815818459,81.63349568718883,1389,6.6,Rainy,0,2,2023-10-27 09:31:00,10,0,1,2
20,4,Amanaka,21.27063834902084,81.63768090089205,327,26.7,Foggy,0,0,2023-11-24 20:30:00,11,0,0,3
20,1,Mowa,21.27514965506071,81.6425300521583,229,20.4,Clear,0,1,2023-12-19 20:15:00,12,0,0,0
23,4,Shankar Nagar,21.24317973440887,81.6434426801529,795,36.6,Clear,0,0,2023-11-03 23:23:00,11,0,0,0
22,4,Jail Road,21.23022639325648,81.63859606133653,322,22.3,Rainy,1,0,2023-09-01 22:52:00,9,0,0,2
18,5,Amanaka,21.269361892128668,81.6334079482864,439,22.6,Clear,0,1,2023-03-25 18:03:00,3,1,1,0
13,1,Amanaka,21.2721520142772,81.63504262329735,564,17.2,Clear,0,1,2023-07-04 13:40:00,7,0,0,0
6,3,Shankar Nagar,21.247302381371508,81.64197867837237,387,49.4,Clear,0,0,2023-09-21 06:49:00,9,0,0,0
21,6,Fafadih,21.231683186466174,81.65817257121476,355,19.1,Rainy,0,1,2023-06-11 21:51:00,6,1,0,2
11,1,Katora Talab,21.23309372064749,81.63133172811399,347,15.6,Clear,0,1,2023-10-24 11:52:00,10,0,0,0
10,6,Mowa,21.279434253302025,81.64331745004647,256,19.6,Clear,0,1,2023-07-30 10:58:00,7,1,0,0
19,5,Tikrapara,21.256937618595934,81.62049007662816,929,13.5,Rainy,0,1,2023-10-14 19:44:00,10,1,1,2
2,3,Devendra Nagar,21.244633877896632,81.62369358602398,334,56.6,Clear,0,0,2023-08-24 02:07:00,8,0,0,0
14,0,Fafadih,21.23632444125651,81.66299367863172,735,49.4,Clear,0,0,2023-03-13 14:56:00,3,0,0,0
7,3,Pandri,21.250862938704188,81.62781761554916,621,11.1,Clear,0,2,2023-03-02 07:08:00,3,0,1,0
3,2,Devendra Nagar,21.24129636919734,81.62196169336151,219,34.9,Rainy,1,0,2023-12-20 03:04:00,12,0,0,2
21,1,Shankar Nagar,21.243077739522345,81.6401256409457,260,36.1,Cloudy,1,0,2023-01-17 21:32:00,1,0,0,1
0,4,Amanaka,21.26973748606581,81.63515370376592,298,50.2,Cloudy,0,0,2023-12-08 00:48:00,12,0,0,1
21,2,Tikrapara,21.259650288036383,81.61739999483835,229,11.5,Foggy,0,1,2023-04-05 21:22:00,4,0,0,3
11,2,GE Road,21.25153730934393,81.64978388129914,712,35.1,Rainy,0,0,2023-06-28 11:10:00,6,0,0,2
18,0,Shankar Nagar,21.24131920184512,81.6449218647595,385,19.3,Cloudy,0,1,2023-02-20 18:48:00,2,0,1,1
23,1,Katora Talab,21.23650282373543,81.6345376992459,419,33.9,Foggy,0,0,2023-01-03 23:06:00,1,0,0,3
5,6,Ring Road No 1,21.264816428846515,81.65166643226253,216,23.1,Clear,0,1,2023-10-29 05:28:00,10,1,0,0
7,3,Tikrapara,21.26200627326783,81.61927424833041,567,11.3,Clear,0,2,2023-09-21 07:26:00,9,0,1,0
22,1,Mowa,21.27767512525072,81.64302300705042,770,47.5,Clear,0,0,2023-07-04 22:18:00,7,0,0,0
14,4,Devendra Nagar,21.24331254758536,81.62361711941156,519,27.6,Foggy,0,0,2023-05-26 14:38:00,5,0,0,3
13,0,Devendra Nagar,21.245533540018712,81.62298376628546,271,33.2,Foggy,0,0,2023-05-29 13:12:00,5,0,0,3
0,6,Fafadih,21.232842924977124,81.657436301909,492,45.2,Clear,0,0,2023-04-02 00:43:00,4,1,0,0
3,0,Jail Road,21.22870255018452,81.64028568980228,604,33.0,Clear,0,0,2023-02-13 03:09:00,2,0,0,0
11,4,Telibandha,21.239219712784,81.64804464971814,546,14.4,Foggy,0,1,2023-02-03 11:12:00,2,0,0,3
23,6,Tikrapara,21.26263141568173,81.61696765030358,339,34.6,Rainy,0,0,2023-08-06 23:31:00,8,1,0,2
11,0,Jail Road,21.231738914401053,81.64095438872374,614,59.4,Clear,0,0,2023-07-24 11:30:00,7,0,0,0
3,5,Mowa,21.277607545380317,81.64585062178523,490,26.2,Rainy,0,0,2023-02-25 03:16:00,2,1,0,2
2,5,Shankar Nagar,21.24111272633649,81.64393830834722,158,58.7,Clear,0,0,2023-01-28 02:31:00,1,1,0,0
19,0,Telibandha,21.240901164636085,81.64875875958184,536,18.2,Clear,0,1,2023-06-05 19:39:00,6,0,1,0
9,4,Mowa,21.28168493060013,81.6417999069708,1276,10.2,Clear,0,2,2023-04-14 09:42:00,4,0,1,0
1,1,Katora Talab,21.23727738725856,81.63502064367755,321,32.3,Clear,0,0,2023-01-10 01:27:00,1,0,0,0
1,3,Mowa,21.27863138251706,81.64392161654632,770,31.3,Rainy,0,0,2023-01-19 01:11:00,1,0,0,2
13,5,Telibandha,21.240486977441105,81.64660293605351,363,47.2,Clear,0,0,2023-09-09 13:08:00,9,1,0,0
21,5,Jail Road,21.23240868048576,81.63677501602393,526,40.7,Clear,0,0,2023-09-09 21:35:00,9,1,0,0
12,6,Katora Talab,21.23876509240868,81.63675341027366,494,41.6,Clear,0,0,2023-01-29 12:16:00,1,1,0,0
1,2,Amanaka,21.26781806713957,81.6341783714241,246,20.8,Clear,0,1,2023-06-14 01:01:00,6,0,0,0
20,5,GE Road,21.24898859066303,81.64847015793941,412,19.4,Clear,0,1,2023-01-14 20:21:00,1,1,0,0
21,6,Fafadih,21.232483931431627,81.66275932106453,317,25.6,Clear,0,1,2023-01-29 21:15:00,1,1,0,0
9,4,Ring Road No 1,21.26602061749224,81.65399136762159,981,15.8,Clear,0,1,2023-02-03 09:07:00,2,0,1,0
16,2,Devendra Nagar,21.244475663946844,81.62298155625251,631,18.9,Rainy,0,1,2023-10-18 16:57:00,10,0,0,2
18,3,Fafadih,21.22973312361556,81.65958825986701,954,21.2,Clear,0,1,2023-07-13 18:24:00,7,0,1,0
16,1,Fafadih,21.2350297032662,81.66443116564709,547,22.5,Clear,0,1,2023-09-12 16:51:00,9,0,0,0
20,1,Tikrapara,21.257631302256243,81.6175150714817,277,52.8,Clear,0,0,2023-09-12 20:54:00,9,0,0,0
18,4,Pandri,21.251347188486083,81.63016032231764,775,16.9,Rainy,0,1,2023-06-02 18:25:00,6,0,1,2
8,3,GE Road,21.24958079296016,81.64974812208892,1404,14.5,Clear,0,2,2023-06-22 08:04:00,6,0,1,0
16,6,Jail Road,21.228852321305855,81.64007109545825,354,34.5,Clear,0,0,2023-06-04 16:51:00,6,1,0,0
19,1,Devendra Nagar,21.246692568496005,81.62341284453963,1195,9.6,Foggy,0,1,2023-05-09 19:32:00,5,0,1,3
18,3,Katora Talab,21.235827228218945,81.63428078039215,752,21.5,Cloudy,0,1,2023-04-06 18:31:00,4,0,1,1
19,5,Jail Road,21.22962327408159,81.63935997794025,811,19.5,Clear,0,1,2023-09-30 19:54:00,9,1,1,0
7,4,Mowa,21.278382407874663,81.64549729434101,912,7.9,Foggy,0,2,2023-03-17 07:09:00,3,0,1,3
13,5,Jail Road,21.230921838895885,81.63950903936394,345,44.1,Clear,0,0,2023-04-15 13:17:00,4,1,0,0
3,2,Devendra Nagar,21.24699390880902,81.6227323610205,396,11.4,Rainy,0,1,2023-05-03 03:09:00,5,0,0,2
13,5,Mowa,21.28124624927517,81.6430392843844,165,24.1,Clear,1,1,2023-10-14 13:27:00,10,1,0,0
17,0,Amanaka,21.269785395711992,81.63589543385163,437,14.7,Clear,0,2,2023-12-04 17:11:00,12,0,1,0
19,5,Shankar Nagar,21.240358247695863,81.63984646506218,333,13.1,Clear,0,2,2023-06-10 19:19:00,6,1,1,0
23,6,Shankar Nagar,21.2411121499872,81.64238588618953,240,25.6,Clear,0,1,2023-07-23 23:53:00,7,1,0,0
21,0,Shankar Nagar,21.24696502999897,81.64656260029238,794,57.7,Cloudy,0,0,2023-09-25 21:53:00,9,0,0,1
19,1,Shankar Nagar,21.24477610220288,81.64310168894988,936,16.7,Clear,0,1,2023-05-02 19:07:00,5,0,1,0
6,5,Tikrapara,21.256497884531697,81.61761465240053,216,22.9,Cloudy,0,1,2023-08-05 06:09:00,8,1,0,1
