hour,day_of_week,month,location,latitude,longitude,crime_type,is_night,is_weekend,risk_score,status,datetime,is_rush_hour,crime_type_encoded,high_risk
6,4,6,Katora Talab,21.23957396118927,81.63566365360637,Harassment,0,0,0.239,Closed,2023-06-16 06:00:00,0,2,0
9,5,9,Amanaka,21.27266617012793,81.63769507533735,Theft,0,1,0.425,Under investigation,2023-09-16 09:00:00,1,5,0
23,0,10,Katora Talab,21.23298914283086,81.63527119517003,Theft,1,0,0.743,Under investigation,2023-10-09 23:00:00,0,5,1
13,5,5,Jail Road,21.235636643976758,81.63927057292523,Snatching,0,1,0.365,Under investigation,2023-05-27 13:00:00,0,4,0
11,0,10,Mowa,21.27941778657019,81.6413299342019,Assault,0,0,0.25,Reported,2023-10-09 11:00:00,0,0,0
5,2,10,Ring Road No 1,21.25414456201757,81.65128236070895,Robbery,1,0,0.724,Reported,2023-10-25 05:00:00,0,3,1
21,1,10,Devendra Nagar,21.24680716772261,81.62135002643647,Theft,1,0,0.826,Under investigation,2023-10-03 21:00:00,0,5,1
12,3,2,Fafadih,21.228481452204463,81.65767757416087,Assault,0,0,0.192,Under investigation,2023-02-16 12:00:00,0,0,0
3,5,6,Tikrapara,21.263156750464542,81.6265900990922,Theft,1,1,0.733,Under investigation,2023-06-17 03:00:00,0,5,1
20,5,5,Tikrapara,21.265629733363625,81.61332261598068,Theft,0,1,0.242,Closed,2023-05-13 20:00:00,0,5,0
14,2,9,Jail Road,21.233218509242203,81.63744735049677,Assault,0,0,0.57,Solved,2023-09-06 14:00:00,0,0,1
21,3,8,GE Road,21.24887093174997,81.64705209760811,Vehicle theft,1,0,0.977,Closed,2023-08-17 21:00:00,0,7,1
16,5,2,Tikrapara,21.262924267799423,81.6225370135058,Vehicle theft,0,1,0.526,Closed,2023-02-04 16:00:00,0,7,1
15,1,9,Telibandha,21.23850787571488,81.64977571703596,Harassment,0,0,0.574,Closed,2023-09-12 15:00:00,0,2,1
17,4,12,Devendra Nagar,21.247457054972944,81.6256719781581,Vehicle theft,0,0,0.361,Under investigation,2023-12-08 17:00:00,1,7,0
23,3,5,Jail Road,21.234504902827037,81.63496251209797,Snatching,1,0,0.976,Under investigation,2023-05-25 23:00:00,0,4,1
21,0,1,Ring Road No 1,21.263480109359215,81.64692790249644,Burglary,1,0,0.662,Under investigation,2023-01-16 21:00:00,0,1,1
5,2,7,Amanaka,21.269796230883745,81.63409529884929,Theft,1,0,0.535,Reported,2023-07-26 05:00:00,0,5,1
2,0,6,Devendra Nagar,21.24541300218439,81.62020102844757,Assault,1,0,0.702,Under investigation,2023-06-19 02:00:00,0,0,1
7,1,6,Shankar Nagar,21.23755084082717,81.63372224989314,Theft,0,0,0.132,Solved,2023-06-27 07:00:00,1,5,0
22,6,4,Jail Road,21.229275279382943,81.63837599557667,Assault,1,1,0.814,Under investigation,2023-04-30 22:00:00,0,0,1
1,3,11,Mowa,21.276196249340785,81.64759019385133,Assault,1,0,0.915,Under investigation,2023-11-16 01:00:00,0,0,1
10,0,8,Katora Talab,21.233262247252817,81.64016733632856,Snatching,0,0,0.56,Reported,2023-08-07 10:00:00,0,4,1
3,5,1,Devendra Nagar,21.25209537497708,81.61559639813285,Assault,1,1,0.9,Solved,2023-01-28 03:00:00,0,0,1
19,1,5,GE Road,21.251569525836,81.64730121403666,Vehicle theft,0,0,0.118,Closed,2023-05-02 19:00:00,1,7,0
11,2,6,Ring Road No 1,21.25175278422113,81.64542143498772,Snatching,0,0,0.182,Under investigation,2023-06-21 11:00:00,0,4,0
8,4,3,Shankar Nagar,21.246599744428437,81.65017679701084,Vandalism,0,0,0.578,Under investigation,2023-03-10 08:00:00,1,6,1
21,1,12,Telibandha,21.2425107125708,81.65139452989004,Snatching,1,0,0.801,Solved,2023-12-19 21:00:00,0,4,1
6,6,8,Katora Talab,21.236614670473475,81.64123065165859,Harassment,0,1,0.157,Under investigation,2023-08-20 06:00:00,0,2,0
5,1,1,Telibandha,21.247492956807832,81.6477526292819,Theft,1,0,0.942,Solved,2023-01-03 05:00:00,0,5,1
20,3,4,Shankar Nagar,21.23550005375876,81.63370725014691,Theft,0,0,0.125,Reported,2023-04-20 20:00:00,0,5,0
19,1,5,Ring Road No 1,21.26868752396864,81.6510117658369,Vehicle theft,0,0,0.116,Solved,2023-05-23 19:00:00,1,7,0
14,3,5,Katora Talab,21.237432967641837,81.62733739602818,Vandalism,0,0,0.258,Solved,2023-05-11 14:00:00,0,6,0
21,3,8,Fafadih,21.230087244348848,81.6600180767444,Assault,1,0,0.645,Under investigation,2023-08-17 21:00:00,0,0,1
5,5,10,Telibandha,21.239731353533458,81.64850563184434,Theft,1,1,0.803,Reported,2023-10-14 05:00:00,0,5,1
2,3,12,Jail Road,21.225650695206795,81.63696173202959,Assault,1,0,0.912,Reported,2023-12-28 02:00:00,0,0,1
23,2,10,Devendra Nagar,21.25043329314379,81.62437913847842,Vandalism,1,0,0.812,Reported,2023-10-25 23:00:00,0,6,1
20,2,9,GE Road,21.253648627227825,81.64530450475648,Theft,0,0,0.236,Under investigation,2023-09-20 20:00:00,0,5,0
4,6,4,Mowa,21.2670847060584,81.64020758277246,Assault,1,1,0.891,Solved,2023-04-16 04:00:00,0,0,1
10,5,5,Katora Talab,21.233233717782294,81.63589604907452,Vehicle theft,0,1,0.337,Closed,2023-05-20 10:00:00,0,7,0
1,6,8,Tikrapara,21.27324289485473,81.62148066407048,Vehicle theft,1,1,0.63,Reported,2023-08-27 01:00:00,0,7,1
8,1,9,GE Road,21.26214384063753,81.65117507878135,Assault,0,0,0.371,Under investigation,2023-09-26 08:00:00,1,0,0
1,6,11,Pandri,21.248880455049708,81.63099166431248,Robbery,1,1,0.965,Reported,2023-11-05 01:00:00,0,3,1
16,0,8,Amanaka,21.27712255439791,81.64231825038529,Theft,0,0,0.127,Under investigation,2023-08-28 16:00:00,0,5,0
12,0,5,Devendra Nagar,21.243298650527827,81.6244127347828,Snatching,0,0,0.266,Solved,2023-05-29 12:00:00,0,4,0
17,0,10,GE Road,21.24548293248132,81.65219867449876,Vehicle theft,0,0,0.593,Reported,2023-10-30 17:00:00,1,7,1
7,2,7,Amanaka,21.276213418796225,81.63515919781646,Theft,0,0,0.464,Under investigation,2023-07-19 07:00:00,1,5,0
1,0,12,Telibandha,21.23623046378256,81.65154052380511,Assault,1,0,0.586,Under investigation,2023-12-18 01:00:00,0,0,1
18,6,12,Tikrapara,21.261769836125453,81.6190245753274,Harassment,0,1,0.394,Reported,2023-12-17 18:00:00,1,2,0
4,2,3,Shankar Nagar,21.244214860497344,81.64140474059812,Theft,1,0,0.979,Reported,2023-03-15 04:00:00,0,5,1
4,6,2,Jail Road,21.233783819712908,81.64304490978067,Vehicle theft,1,1,0.754,Reported,2023-02-19 04:00:00,0,7,1
8,0,9,Devendra Nagar,21.241667587411424,81.61935763758737,Theft,0,0,0.245,Reported,2023-09-18 08:00:00,1,5,0
10,5,12,Devendra Nagar,21.24458250233189,81.62634734849642,Theft,0,1,0.215,Reported,2023-12-09 10:00:00,0,5,0
15,6,8,Katora Talab,21.23729222965556,81.63192739835951,Vehicle theft,0,1,0.139,Reported,2023-08-20 15:00:00,0,7,0
5,6,4,Pandri,21.252446074386903,81.62827675792191,Theft,1,1,0.863,Reported,2023-04-16 05:00:00,0,5,1
14,5,5,Tikrapara,21.2636219458409,81.62003223374028,Vehicle theft,0,1,0.243,Reported,2023-05-27 14:00:00,0,7,0
17,4,5,Mowa,21.27763888725019,81.6432260750882,Assault,0,0,0.236,Under investigation,2023-05-12 17:00:00,1,0,0
6,2,2,Shankar Nagar,21.248760192238095,81.63982147969381,Theft,0,0,0.592,Under investigation,2023-02-01 06:00:00,0,5,1
8,5,7,Jail Road,21.23141062792659,81.63981815863814,Robbery,0,1,0.458,Closed,2023-07-01 08:00:00,1,3,0
1,0,5,Mowa,21.28060793473545,81.63968174023363,Vehicle theft,1,0,0.774,Under investigation,2023-05-01 01:00:00,0,7,1
13,1,11,Shankar Nagar,21.24394134173264,81.64653129312967,Harassment,0,0,0.239,Under investigation,2023-11-14 13:00:00,0,2,0
17,3,8,GE Road,21.247451972075016,81.6435823795867,Theft,0,0,0.236,Reported,2023-08-03 17:00:00,1,5,0
21,4,12,Telibandha,21.23373417774205,81.6454173498792,Snatching,1,0,0.575,Closed,2023-12-15 21:00:00,0,4,1
16,3,9,Fafadih,21.23548129315157,81.65557656125654,Burglary,0,0,0.198,Under investigation,2023-09-14 16:00:00,0,1,0
0,6,4,Ring Road No 1,21.262208418621025,81.65367315721325,Assault,1,1,0.56,Reported,2023-04-16 00:00:00,0,0,1
0,0,8,Fafadih,21.234766636242195,81.65965776408014,Vehicle theft,1,0,0.725,Reported,2023-08-28 00:00:00,0,7,1
22,1,11,Mowa,21.27966369492702,81.64272858131896,Vehicle theft,1,0,0.986,Under investigation,2023-11-14 22:00:00,0,7,1
9,3,4,Jail Road,21.228903036177808,81.63925666112539,Robbery,0,0,0.456,Under investigation,2023-04-06 09:00:00,1,3,0
10,1,8,Ring Road No 1,21.272341709739027,81.65443724361573,Snatching,0,0,0.582,Reported,2023-08-29 10:00:00,0,4,1
11,6,2,Tikrapara,21.27002260367005,81.61671214746832,Harassment,0,1,0.447,Under investigation,2023-02-26 11:00:00,0,2,0
6,3,9,Katora Talab,21.236360133612447,81.6291714969389,Theft,0,0,0.121,Reported,2023-09-07 06:00:00,0,5,0
10,3,6,Devendra Nagar,21.24236173279164,81.63100765259465,Burglary,0,0,0.501,Solved,2023-06-01 10:00:00,0,1,1
13,2,5,GE Road,21.249111862840635,81.65657712520057,Vehicle theft,0,0,0.286,Reported,2023-05-24 13:00:00,0,7,0
18,5,1,Shankar Nagar,21.23852655095728,81.63788612386371,Theft,0,1,0.528,Under investigation,2023-01-07 18:00:00,1,5,1
22,4,9,Fafadih,21.231735075115907,81.66094500031328,Assault,1,0,0.689,Under investigation,2023-09-15 22:00:00,0,0,1
11,3,8,Ring Road No 1,21.2670923491698,81.65300308166874,Theft,0,0,0.194,Under investigation,2023-08-31 11:00:00,0,5,0
12,1,3,GE Road,21.249534738970624,81.64836673677392,Assault,0,0,0.155,Reported,2023-03-21 12:00:00,0,0,0
14,0,10,Tikrapara,21.25882374832086,81.6150413850587,Harassment,0,0,0.565,Under investigation,2023-10-09 14:00:00,0,2,1
15,0,1,Katora Talab,21.233148148253598,81.63861153556573,Robbery,0,0,0.588,Closed,2023-01-16 15:00:00,0,3,1
9,3,11,Ring Road No 1,21.256087340288293,81.65766943478978,Burglary,0,0,0.347,Under investigation,2023-11-23 09:00:00,1,1,0
18,5,6,GE Road,21.249828023097592,81.64580996557443,Snatching,0,1,0.101,Solved,2023-06-10 18:00:00,1,4,0
18,2,3,Jail Road,21.23275903716279,81.64604086633659,Harassment,0,0,0.432,Solved,2023-03-01 18:00:00,1,2,0
22,1,12,Tikrapara,21.264570529766416,81.62070740819745,Theft,1,0,0.707,Reported,2023-12-05 22:00:00,0,5,1
5,5,1,Fafadih,21.23744745395889,81.65433400969142,Theft,1,1,0.539,Reported,2023-01-14 05:00:00,0,5,1
0,2,8,Katora Talab,21.234612677834047,81.6308553197599,Vehicle theft,1,0,0.98,Reported,2023-08-30 00:00:00,0,7,1
4,6,4,Telibandha,21.24379855492486,81.6485660879243,Vandalism,1,1,0.679,Reported,2023-04-02 04:00:00,0,6,1
17,6,1,Telibandha,21.24228162622713,81.65224342776995,Burglary,0,1,0.388,Under investigation,2023-01-22 17:00:00,1,1,0
18,3,9,Pandri,21.247950772255347,81.6272521671601,Vehicle theft,0,0,0.246,Under investigation,2023-09-28 18:00:00,1,7,0
0,2,3,Mowa,21.28407527076326,81.63919806940527,Snatching,1,0,0.643,Solved,2023-03-01 00:00:00,0,4,1
14,0,5,Telibandha,21.239399470440784,81.64696983485469,Harassment,0,0,0.548,Under investigation,2023-05-15 14:00:00,0,2,1
15,5,3,Shankar Nagar,21.242244191252336,81.64191535222412,Theft,0,1,0.122,Under investigation,2023-03-04 15:00:00,0,5,0
23,0,1,Fafadih,21.22996853395881,81.65735821218406,Robbery,1,0,0.765,Solved,2023-01-30 23:00:00,0,3,1
22,4,8,Fafadih,21.23424509334711,81.65782105036483,Robbery,1,0,0.519,Under investigation,2023-08-25 22:00:00,0,3,1
13,5,3,Tikrapara,21.256857369777208,81.61494378742519,Theft,0,1,0.515,Under investigation,2023-03-04 13:00:00,0,5,1
9,1,12,Telibandha,21.238588367814675,81.6538748065376,Harassment,0,0,0.27,Under investigation,2023-12-19 09:00:00,1,2,0
23,0,3,Tikrapara,21.26612611454525,81.61579632765603,Assault,1,0,0.918,Reported,2023-03-06 23:00:00,0,0,1
21,4,12,Ring Road No 1,21.272001243173325,81.64718118055717,Robbery,1,0,0.922,Reported,2023-12-22 21:00:00,0,3,1
13,1,12,Shankar Nagar,21.24783419409331,81.63921321418394,Burglary,0,0,0.229,Solved,2023-12-05 13:00:00,0,1,0
13,5,6,Ring Road No 1,21.25991630692052,81.64822097537287,Harassment,0,1,0.291,Under investigation,2023-06-10 13:00:00,0,2,0
20,6,7,Mowa,21.278690209201404,81.64461988868415,Vandalism,0,1,0.466,Reported,2023-07-23 20:00:00,0,6,0
8,4,3,GE Road,21.25387947215162,81.64512405993861,Theft,0,0,0.353,Reported,2023-03-03 08:00:00,1,5,0
22,5,1,Pandri,21.247441362849955,81.62593344522654,Theft,1,1,0.88,Closed,2023-01-07 22:00:00,0,5,1
14,5,4,Amanaka,21.26955458239046,81.63415937758325,Vehicle theft,0,1,0.345,Reported,2023-04-08 14:00:00,0,7,0
16,3,5,Mowa,21.27509929815172,81.64337841477627,Harassment,0,0,0.195,Reported,2023-05-04 16:00:00,0,2,0
21,2,12,Fafadih,21.242150275233342,81.65918113815265,Assault,1,0,0.612,Under investigation,2023-12-06 21:00:00,0,0,1
23,5,11,Telibandha,21.237165952715188,81.6523386462813,Theft,1,1,0.998,Solved,2023-11-25 23:00:00,0,5,1
1,6,6,Amanaka,21.26776473483305,81.63767585792688,Theft,1,1,0.638,Under investigation,2023-06-18 01:00:00,0,5,1
14,5,7,Devendra Nagar,21.242725829172883,81.63072847843031,Vehicle theft,0,1,0.311,Solved,2023-07-08 14:00:00,0,7,0
22,6,1,Shankar Nagar,21.24487909989037,81.6396199082037,Vehicle theft,1,1,0.518,Solved,2023-01-22 22:00:00,0,7,1
3,1,2,GE Road,21.248845233202125,81.64684480098917,Assault,1,0,0.691,Under investigation,2023-02-14 03:00:00,0,0,1
19,2,9,Amanaka,21.275490998665,81.6299249959696,Snatching,0,0,0.412,Under investigation,2023-09-13 19:00:00,1,4,0
16,6,6,Tikrapara,21.25742823331816,81.6164533577723,Snatching,0,1,0.143,Reported,2023-06-04 16:00:00,0,4,0
20,6,10,Devendra Nagar,21.245537248132973,81.62231556122941,Snatching,0,1,0.582,Solved,2023-10-29 20:00:00,0,4,1
22,1,6,Shankar Nagar,21.23753508867444,81.64050070926562,Robbery,1,0,0.675,Under investigation,2023-06-13 22:00:00,0,3,1
16,1,1,Jail Road,21.22940179726726,81.63758760865969,Vehicle theft,0,0,0.349,Under investigation,2023-01-10 16:00:00,0,7,0
22,0,2,Fafadih,21.235847101956196,81.66487763371501,Theft,1,0,0.754,Solved,2023-02-20 22:00:00,0,5,1
4,1,10,Ring Road No 1,21.263086453201083,81.65212216634741,Snatching,1,0,0.746,Under investigation,2023-10-10 04:00:00,0,4,1
8,2,5,Katora Talab,21.228055776010603,81.63281558891136,Robbery,0,0,0.368,Under investigation,2023-05-24 08:00:00,1,3,0
21,3,2,Pandri,21.255419286767037,81.62790625366728,Theft,1,0,0.771,Reported,2023-02-23 21:00:00,0,5,1
9,2,12,Fafadih,21.230150953294437,81.67031075570412,Harassment,0,0,0.375,Under investigation,2023-12-13 09:00:00,1,2,0
5,2,4,GE Road,21.258476308760784,81.65077029964992,Harassment,1,0,0.87,Closed,2023-04-26 05:00:00,0,2,1
2,1,1,Mowa,21.28345564244592,81.63339625832818,Assault,1,0,0.905,Closed,2023-01-24 02:00:00,0,0,1
7,0,5,Mowa,21.275749794237484,81.64042016850732,Harassment,0,0,0.344,Reported,2023-05-08 07:00:00,1,2,0
11,5,8,Pandri,21.250456079604533,81.6276402239161,Theft,0,1,0.122,Reported,2023-08-05 11:00:00,0,5,0
15,1,10,Ring Road No 1,21.253199894833937,81.65274409847484,Theft,0,0,0.336,Reported,2023-10-17 15:00:00,0,5,0
17,4,1,Jail Road,21.231974616513124,81.64650759516637,Theft,0,0,0.294,Under investigation,2023-01-20 17:00:00,1,5,0
10,0,8,Mowa,21.2757467629409,81.63881934736888,Vehicle theft,0,0,0.487,Solved,2023-08-28 10:00:00,0,7,0
19,2,12,GE Road,21.240480062056143,81.64772573265364,Snatching,0,0,0.317,Reported,2023-12-27 19:00:00,1,4,0
13,5,9,Shankar Nagar,21.24710444712425,81.63965292855123,Burglary,0,1,0.294,Under investigation,2023-09-16 13:00:00,0,1,0
12,6,7,Fafadih,21.241673779274176,81.66017362065683,Harassment,0,1,0.15,Solved,2023-07-16 12:00:00,0,2,0
17,3,4,Katora Talab,21.237287969137157,81.62904758767768,Burglary,0,0,0.532,Solved,2023-04-06 17:00:00,1,1,1
16,5,6,Mowa,21.2800488813807,81.6343827208206,Vehicle theft,0,1,0.21,Under investigation,2023-06-10 16:00:00,0,7,0
18,3,1,Tikrapara,21.262874791820053,81.62159771270494,Vehicle theft,0,0,0.212,Reported,2023-01-12 18:00:00,1,7,0
3,2,4,Devendra Nagar,21.251037165697344,81.61932012512493,Harassment,1,0,0.789,Closed,2023-04-12 03:00:00,0,2,1
20,3,9,Telibandha,21.239542248473192,81.65235526623754,Burglary,0,0,0.594,Reported,2023-09-14 20:00:00,0,1,1
3,2,7,Jail Road,21.23156912655332,81.63663880289947,Vehicle theft,1,0,0.66,Under investigation,2023-07-26 03:00:00,0,7,1
8,5,4,Devendra Nagar,21.236032072441773,81.62478784118754,Harassment,0,1,0.43,Solved,2023-04-22 08:00:00,1,2,0
21,2,5,Devendra Nagar,21.24499000128676,81.62113331762816,Vehicle theft,1,0,0.586,Under investigation,2023-05-24 21:00:00,0,7,1
21,5,10,GE Road,21.254255781454862,81.64872032184738,Theft,1,1,0.887,Under investigation,2023-10-21 21:00:00,0,5,1
0,5,1,Tikrapara,21.25482321978893,81.61097419084362,Theft,1,1,0.917,Under investigation,2023-01-28 00:00:00,0,5,1
22,1,12,Jail Road,21.22528414693947,81.64967204917907,Assault,1,0,0.73,Under investigation,2023-12-26 22:00:00,0,0,1
23,3,5,Tikrapara,21.262991107095733,81.61945444936791,Robbery,1,0,0.548,Solved,2023-05-11 23:00:00,0,3,1
16,6,9,Pandri,21.25067335629126,81.62861042824021,Assault,0,1,0.216,Closed,2023-09-17 16:00:00,0,0,0
2,2,5,Katora Talab,21.241368783933435,81.63253761703238,Snatching,1,0,0.917,Closed,2023-05-03 02:00:00,0,4,1
14,5,3,Mowa,21.281207681642737,81.64090628819883,Harassment,0,1,0.505,Under investigation,2023-03-25 14:00:00,0,2,1
1,6,5,Tikrapara,21.26786062652734,81.62166915403031,Assault,1,1,0.918,Under investigation,2023-05-28 01:00:00,0,0,1
16,6,3,Tikrapara,21.26508222725873,81.61636236090125,Theft,0,1,0.378,Under investigation,2023-03-12 16:00:00,0,5,0
15,1,2,Mowa,21.283132544450268,81.64104969029843,Vehicle theft,0,0,0.147,Reported,2023-02-14 15:00:00,0,7,0
5,0,1,Amanaka,21.27044013929573,81.64154019068248,Theft,1,0,0.958,Solved,2023-01-23 05:00:00,0,5,1
15,4,2,Devendra Nagar,21.241428899772973,81.62421299092523,Assault,0,0,0.328,Closed,2023-02-03 15:00:00,0,0,0
20,3,8,Shankar Nagar,21.24525202103408,81.6441800175232,Burglary,0,0,0.351,Under investigation,2023-08-31 20:00:00,0,1,0
1,1,1,Pandri,21.249596862027627,81.63794505640323,Theft,1,0,0.508,Solved,2023-01-10 01:00:00,0,5,1
1,2,5,Tikrapara,21.25492027245864,81.62453554155454,Burglary,1,0,0.844,Reported,2023-05-03 01:00:00,0,1,1
17,0,5,Shankar Nagar,21.248360262422366,81.64970355515841,Burglary,0,0,0.228,Reported,2023-05-22 17:00:00,1,1,0
20,6,5,Shankar Nagar,21.23714709160517,81.63862467404844,Burglary,0,1,0.154,Under investigation,2023-05-07 20:00:00,0,1,0
18,3,2,Katora Talab,21.242667772236647,81.62699184338148,Theft,0,0,0.484,Closed,2023-02-09 18:00:00,1,5,0
7,6,5,Amanaka,21.26357416439584,81.63304676885316,Burglary,0,1,0.455,Closed,2023-05-28 07:00:00,1,1,0
2,3,7,Fafadih,21.23386797515449,81.66756890029458,Assault,1,0,0.96,Solved,2023-07-13 02:00:00,0,0,1
17,0,8,Amanaka,21.26925893634028,81.63256704340775,Burglary,0,0,0.149,Closed,2023-08-07 17:00:00,1,1,0
23,5,10,Jail Road,21.231045559750783,81.64197838593319,Burglary,1,1,0.603,Under investigation,2023-10-07 23:00:00,0,1,1
14,1,11,Fafadih,21.23486495928868,81.66048805516819,Assault,0,0,0.542,Closed,2023-11-14 14:00:00,0,0,1
3,0,10,Jail Road,21.221979655544327,81.63642953604358,Robbery,1,0,0.731,Closed,2023-10-30 03:00:00,0,3,1
5,6,11,Shankar Nagar,21.24918108434107,81.6428482757519,Vehicle theft,1,1,0.804,Reported,2023-11-05 05:00:00,0,7,1
7,1,4,Katora Talab,21.23540991152357,81.6389726741935,Vandalism,0,0,0.544,Solved,2023-04-25 07:00:00,1,6,1
13,1,6,Devendra Nagar,21.24107953347053,81.62249860746515,Theft,0,0,0.335,Under investigation,2023-06-27 13:00:00,0,5,0
17,3,7,GE Road,21.251751033620696,81.64713448998683,Harassment,0,0,0.168,Under investigation,2023-07-13 17:00:00,1,2,0
18,6,11,Jail Road,21.230203051291607,81.63934922427431,Theft,0,1,0.465,Under investigation,2023-11-12 18:00:00,1,5,0
23,2,3,GE Road,21.245602627808857,81.64962591152751,Vehicle theft,1,0,0.729,Under investigation,2023-03-22 23:00:00,0,7,1
16,1,12,Pandri,21.246086592833947,81.63026246050039,Harassment,0,0,0.312,Solved,2023-12-12 16:00:00,0,2,0
9,1,8,Fafadih,21.2385965432966,81.6600759072109,Vandalism,0,0,0.467,Under investigation,2023-08-22 09:00:00,1,6,0
14,5,8,GE Road,21.24651406748012,81.64839204874718,Snatching,0,1,0.26,Closed,2023-08-19 14:00:00,0,4,0
13,5,9,Mowa,21.275572115567687,81.64467803601053,Vehicle theft,0,1,0.446,Solved,2023-09-09 13:00:00,0,7,0
0,6,9,Jail Road,21.22920804500991,81.64693905300666,Theft,1,1,0.731,Reported,2023-09-17 00:00:00,0,5,1
4,1,9,Devendra Nagar,21.25025195838271,81.62278767798207,Theft,1,0,0.866,Solved,2023-09-26 04:00:00,0,5,1
18,1,4,Tikrapara,21.26296243627189,81.61712705436335,Robbery,0,0,0.334,Reported,2023-04-25 18:00:00,1,3,0
23,3,12,Shankar Nagar,21.24363582754066,81.6406542632146,Theft,1,0,0.749,Under investigation,2023-12-07 23:00:00,0,5,1
1,4,8,Fafadih,21.2361658238394,81.66693195310683,Robbery,1,0,0.822,Under investigation,2023-08-18 01:00:00,0,3,1
12,6,5,Fafadih,21.236294592828767,81.66488774640513,Theft,0,1,0.472,Under investigation,2023-05-14 12:00:00,0,5,0
6,3,8,Shankar Nagar,21.247192133748943,81.64430502368934,Theft,0,0,0.224,Reported,2023-08-24 06:00:00,0,5,0
14,3,9,Fafadih,21.22854285536316,81.66800388607766,Snatching,0,0,0.392,Solved,2023-09-21 14:00:00,0,4,0
0,1,9,Katora Talab,21.243917643306798,81.63356448158675,Vandalism,1,0,0.992,Solved,2023-09-26 00:00:00,0,6,1
21,6,10,Telibandha,21.23741720833913,81.65254964661166,Burglary,1,1,0.667,Solved,2023-10-29 21:00:00,0,1,1
19,6,7,Mowa,21.28110325134073,81.641492215725,Snatching,0,1,0.128,Under investigation,2023-07-23 19:00:00,1,4,0
21,2,9,Tikrapara,21.25509989737765,81.61992280476301,Theft,1,0,0.799,Under investigation,2023-09-13 21:00:00,0,5,1
21,4,12,Shankar Nagar,21.2457057461527,81.64500328459215,Vehicle theft,1,0,0.863,Under investigation,2023-12-22 21:00:00,0,7,1
21,6,12,Tikrapara,21.261497171089417,81.61761553940656,Vehicle theft,1,1,0.673,Reported,2023-12-17 21:00:00,0,7,1
19,2,5,Amanaka,21.273976008158023,81.63526339399027,Theft,0,0,0.513,Under investigation,2023-05-31 19:00:00,1,5,1
20,0,1,Mowa,21.277040307942546,81.64157738647182,Vehicle theft,0,0,0.545,Under investigation,2023-01-02 20:00:00,0,7,1
3,3,9,Devendra Nagar,21.2386161238701,81.6226710327033,Theft,1,0,0.72,Solved,2023-09-07 03:00:00,0,5,1
16,3,11,Amanaka,21.2727537460795,81.63635913208856,Burglary,0,0,0.514,Under investigation,2023-11-09 16:00:00,0,1,1
13,4,4,Amanaka,21.276082656691923,81.63394810034394,Assault,0,0,0.494,Solved,2023-04-14 13:00:00,0,0,0
8,6,11,Pandri,21.25334925265221,81.63277096070522,Theft,0,1,0.567,Under investigation,2023-11-12 08:00:00,1,5,1
14,3,7,Ring Road No 1,21.27277142803315,81.65177906196448,Theft,0,0,0.105,Under investigation,2023-07-20 14:00:00,0,5,0
21,5,10,Telibandha,21.234723251284542,81.65349171501342,Assault,1,1,0.542,Solved,2023-10-14 21:00:00,0,0,1
11,1,2,Telibandha,21.24636290942388,81.64880980515909,Harassment,0,0,0.299,Under investigation,2023-02-21 11:00:00,0,2,0
19,2,12,Shankar Nagar,21.246864326154427,81.64701491222091,Theft,0,0,0.333,Under investigation,2023-12-13 19:00:00,1,5,0
10,3,5,Pandri,21.25546826217588,81.63010223408989,Snatching,0,0,0.386,Under investigation,2023-05-18 10:00:00,0,4,0
15,1,1,Ring Road No 1,21.26060610496715,81.65087488180795,Harassment,0,0,0.555,Solved,2023-01-24 15:00:00,0,2,1
0,5,12,Katora Talab,21.23853440181551,81.63813289009637,Theft,1,1,0.539,Reported,2023-12-09 00:00:00,0,5,1
20,3,10,Katora Talab,21.238035780192,81.63298036813384,Assault,0,0,0.257,Reported,2023-10-26 20:00:00,0,0,0
3,0,7,Amanaka,21.2722215186246,81.63844034027098,Snatching,1,0,0.817,Under investigation,2023-07-17 03:00:00,0,4,1
15,3,2,Amanaka,21.27151844022566,81.63165525154186,Harassment,0,0,0.228,Reported,2023-02-16 15:00:00,0,2,0
11,0,6,Devendra Nagar,21.24487437586113,81.62719128310566,Assault,0,0,0.143,Closed,2023-06-26 11:00:00,0,0,0
10,6,4,Tikrapara,21.254567928765024,81.61032728791044,Assault,0,1,0.137,Solved,2023-04-16 10:00:00,0,0,0
2,1,11,Amanaka,21.27603233140057,81.6370456610201,Robbery,1,0,0.705,Reported,2023-11-14 02:00:00,0,3,1
12,1,4,Ring Road No 1,21.26582692001008,81.6468927321055,Theft,0,0,0.356,Solved,2023-04-11 12:00:00,0,5,0
10,0,7,Katora Talab,21.239650112253862,81.63560099475028,Theft,0,0,0.323,Reported,2023-07-24 10:00:00,0,5,0
5,4,6,Tikrapara,21.253762689688607,81.6243971336571,Snatching,1,0,0.659,Under investigation,2023-06-16 05:00:00,0,4,1
2,2,10,Shankar Nagar,21.24413473329448,81.64051566413568,Robbery,1,0,0.616,Reported,2023-10-18 02:00:00,0,3,1
20,4,7,Pandri,21.24988804101606,81.62153911237827,Vehicle theft,0,0,0.314,Solved,2023-07-21 20:00:00,0,7,0
15,6,9,Jail Road,21.232173346398525,81.64114742882899,Vehicle theft,0,1,0.15,Solved,2023-09-03 15:00:00,0,7,0
9,4,2,Amanaka,21.269223679470667,81.6401139408298,Snatching,0,0,0.175,Closed,2023-02-03 09:00:00,1,4,0
