date,time,hour,day_of_week,location,latitude,longitude,accident_type,severity,severity_encoded,vehicles_involved,casualties,road_type,weather,light_condition,speed_limit,road_condition
2023-06-05,21:00,21,0,GE Road,21.245516256548584,81.64841988397926,Overturning,Minor,0,1,0,Intersection,Clear,Day,100,Good
2023-10-10,23:00,23,1,GE Road,21.252176455336976,81.65219875339298,Skid,Moderate,1,3,2,Highway,Cloudy,Night,100,Wet
2023-12-10,16:00,16,6,Katora Talab,21.2299545103965,81.63112471101893,Skid,Moderate,1,2,2,Highway,Clear,Day,80,Good
2023-06-23,19:00,19,4,Devendra Nagar,21.24385777672833,81.62338955745429,Hit-and-run,Minor,0,2,1,Highway,Rainy,Day,100,Wet
2023-06-28,02:00,2,2,Pandri,21.250964898925414,81.62923493394294,Overturning,Fatal,3,4,3,Urban,Rainy,Night,40,Damaged
2023-02-24,10:00,10,4,Katora Talab,21.23792428817571,81.63179012066766,Overturning,Minor,0,1,0,Intersection,Clear,Day,80,Good
2023-10-13,04:00,4,4,GE Road,21.254002424326703,81.65020035732509,Hit-and-run,Fatal,3,2,2,Highway,Clear,Night,60,Good
2023-05-04,00:00,0,3,Mowa,21.277940503207617,81.64710272397568,Pedestrian,Moderate,1,1,2,Rural,Foggy,Night,60,Good
2023-05-14,21:00,21,6,Katora Talab,21.241369248106714,81.63729868606558,Overturning,Minor,0,1,1,Intersection,Cloudy,Day,60,Good
2023-08-06,10:00,10,6,Devendra Nagar,21.236544329688297,81.62813683527816,Overturning,Minor,0,4,1,Rural,Rainy,Day,80,Wet
2023-05-05,23:00,23,4,Mowa,21.281284275567415,81.64831922591314,Skid,Severe,2,1,0,Rural,Foggy,Night,100,Good
2023-03-08,11:00,11,2,Jail Road,21.2335123937752,81.64483502803249,Pedestrian,Minor,0,3,0,Highway,Cloudy,Day,80,Damaged
2023-08-18,04:00,4,4,Katora Talab,21.23933596455054,81.63854607959594,Skid,Moderate,1,3,1,Urban,Clear,Night,40,Wet
2023-05-28,03:00,3,6,Telibandha,21.244882371222204,81.65074966421513,Skid,Moderate,1,1,1,Rural,Clear,Night,60,Good
2023-01-08,16:00,16,6,Devendra Nagar,21.240883308367764,81.62247761729996,Collision,Moderate,1,1,1,Rural,Rainy,Day,100,Under repair
2023-04-29,20:00,20,5,Shankar Nagar,21.244669836798153,81.64232466275311,Overturning,Severe,2,3,0,Highway,Clear,Day,40,Damaged
2023-06-21,17:00,17,2,Amanaka,21.266260314101523,81.63010679712443,Hit-and-run,Fatal,3,2,1,Intersection,Clear,Day,40,Good
2023-11-15,21:00,21,2,GE Road,21.248976511994098,81.65132321866795,Skid,Moderate,1,3,2,Urban,Clear,Day,80,Good
2023-12-23,20:00,20,5,Fafadih,21.23784101931247,81.66394970284132,Pedestrian,Fatal,3,4,1,Urban,Foggy,Day,100,Good
2023-03-26,09:00,9,6,Telibandha,21.242072281861343,81.6498575532805,Collision,Severe,2,4,0,Urban,Clear,Day,60,Good
2023-11-26,21:00,21,6,Amanaka,21.264773752626883,81.63363433825735,Hit-and-run,Minor,0,4,1,Urban,Clear,Day,40,Damaged
2023-01-18,08:00,8,2,Ring Road No 1,21.262623706764384,81.6497088425395,Hit-and-run,Moderate,1,1,1,Intersection,Clear,Day,100,Wet
2023-02-23,09:00,9,3,Fafadih,21.233264084596126,81.66252425927968,Collision,Moderate,1,4,0,Intersection,Clear,Day,60,Good
2023-10-30,16:00,16,0,Pandri,21.25395904556473,81.6287656404069,Overturning,Severe,2,1,1,Highway,Cloudy,Day,60,Damaged
2023-05-31,12:00,12,2,Katora Talab,21.230988721783064,81.63305136684212,Hit-and-run,Severe,2,1,2,Highway,Rainy,Day,40,Good
2023-05-14,13:00,13,6,Fafadih,21.233231131190976,81.66486842376639,Overturning,Minor,0,2,0,Urban,Clear,Day,80,Good
2023-03-07,14:00,14,1,Shankar Nagar,21.241796576473448,81.6436376308852,Overturning,Moderate,1,2,0,Rural,Clear,Day,100,Damaged
2023-10-27,09:00,9,4,Jail Road,21.230670263698908,81.64023170159938,Hit-and-run,Minor,0,1,1,Highway,Clear,Day,100,Under repair
2023-04-23,02:00,2,6,Jail Road,21.232591599957974,81.63811747640975,Collision,Severe,2,4,0,Rural,Rainy,Night,60,Good
2023-05-16,08:00,8,1,Shankar Nagar,21.24177444065107,81.64206429753072,Skid,Severe,2,1,2,Rural,Clear,Day,40,Good
2023-05-14,09:00,9,6,Devendra Nagar,21.24367956048472,81.62492403687317,Hit-and-run,Moderate,1,2,2,Intersection,Cloudy,Day,80,Wet
2023-05-12,02:00,2,4,Fafadih,21.230960423086902,81.66187891262322,Collision,Severe,2,2,3,Highway,Rainy,Night,80,Wet
2023-08-08,04:00,4,1,Mowa,21.27859948169364,81.64294477789434,Hit-and-run,Minor,0,2,1,Urban,Clear,Night,100,Under repair
2023-03-26,09:00,9,6,Ring Road No 1,21.26202077581481,81.65018273511642,Overturning,Severe,2,1,3,Rural,Foggy,Day,40,Good
2023-05-19,00:00,0,4,Amanaka,21.27028802780399,81.6356062235185,Collision,Moderate,1,2,1,Urban,Rainy,Night,80,Good
2023-06-24,12:00,12,5,Fafadih,21.233087394253825,81.66631608706953,Overturning,Minor,0,2,0,Urban,Clear,Day,80,Under repair
2023-07-04,11:00,11,1,Ring Road No 1,21.260427789243778,81.65100738861514,Skid,Minor,0,3,0,Rural,Clear,Day,60,Damaged
2023-01-04,11:00,11,2,Fafadih,21.22837911293365,81.662316244436,Collision,Moderate,1,3,2,Urban,Clear,Day,40,Good
2023-02-06,04:00,4,0,Mowa,21.27555426039087,81.64146506923238,Collision,Moderate,1,2,2,Urban,Clear,Night,100,Wet
2023-05-08,04:00,4,0,Shankar Nagar,21.242383807024005,81.6429426733798,Pedestrian,Minor,0,2,0,Intersection,Clear,Night,60,Good
2023-08-08,14:00,14,1,Ring Road No 1,21.261741627247364,81.64941408290692,Skid,Severe,2,1,2,Intersection,Clear,Day,100,Wet
2023-05-31,18:00,18,2,Mowa,21.283207569392257,81.64315370037143,Skid,Fatal,3,3,4,Urban,Rainy,Day,40,Good
2023-06-27,20:00,20,1,Mowa,21.277216847443935,81.64154749898458,Overturning,Minor,0,4,1,Highway,Foggy,Day,80,Good
2023-08-05,14:00,14,5,Jail Road,21.234736064856815,81.63939450536525,Pedestrian,Minor,0,1,0,Highway,Rainy,Day,100,Good
2023-12-31,06:00,6,6,Ring Road No 1,21.261332170130544,81.64914501154962,Hit-and-run,Moderate,1,1,1,Urban,Foggy,Day,80,Good
2023-10-11,21:00,21,2,Tikrapara,21.258452620557033,81.61691650683272,Collision,Minor,0,3,0,Highway,Clear,Day,40,Good
2023-10-04,00:00,0,2,Amanaka,21.26616105645495,81.63162739970916,Hit-and-run,Moderate,1,1,0,Urban,Clear,Night,80,Under repair
2023-02-26,11:00,11,6,Shankar Nagar,21.241012038876917,81.64387471305535,Pedestrian,Severe,2,4,0,Rural,Clear,Day,100,Good
2023-06-12,18:00,18,0,Shankar Nagar,21.242356288138183,81.64147851493271,Overturning,Minor,0,4,0,Intersection,Foggy,Day,60,Good
2023-06-30,01:00,1,4,Devendra Nagar,21.249410264075763,81.62728502144982,Pedestrian,Minor,0,4,0,Urban,Clear,Night,80,Damaged
2023-10-10,20:00,20,1,Mowa,21.278053625170585,81.64040740946795,Skid,Minor,0,1,0,Intersection,Rainy,Day,40,Under repair
2023-06-22,01:00,1,3,Tikrapara,21.25750670905898,81.62077832730913,Collision,Minor,0,3,0,Highway,Cloudy,Night,80,Damaged
2023-10-25,15:00,15,2,GE Road,21.250585878299432,81.64774051532903,Pedestrian,Minor,0,1,0,Intersection,Cloudy,Day,80,Good
2023-09-29,12:00,12,4,Devendra Nagar,21.24315900627459,81.62109100077296,Hit-and-run,Minor,0,2,1,Highway,Clear,Day,100,Wet
2023-03-25,03:00,3,5,Jail Road,21.23076017457448,81.63615368520234,Pedestrian,Moderate,1,4,0,Highway,Clear,Night,100,Good
2023-04-12,18:00,18,2,Amanaka,21.272984606081362,81.63339846606856,Hit-and-run,Moderate,1,2,0,Highway,Clear,Day,80,Damaged
2023-12-07,12:00,12,3,Ring Road No 1,21.262951092167246,81.64718906612558,Overturning,Severe,2,1,1,Rural,Clear,Day,100,Good
2023-12-01,14:00,14,4,Fafadih,21.233062902185274,81.66021503717192,Hit-and-run,Severe,2,2,0,Urban,Rainy,Day,60,Good
2023-03-02,10:00,10,3,Katora Talab,21.23654975820343,81.63891512669508,Pedestrian,Minor,0,2,0,Intersection,Cloudy,Day,60,Under repair
2023-05-12,01:00,1,4,Fafadih,21.23363309413737,81.65881602244755,Pedestrian,Severe,2,3,3,Rural,Clear,Night,80,Good
2023-09-17,17:00,17,6,Shankar Nagar,21.24136604026836,81.64388539355774,Hit-and-run,Minor,0,3,1,Highway,Clear,Day,40,Good
2023-10-21,05:00,5,5,Jail Road,21.23369607987298,81.64094575406226,Overturning,Moderate,1,2,1,Intersection,Rainy,Night,60,Good
2023-07-04,20:00,20,1,Fafadih,21.235166138233666,81.66302921317,Skid,Severe,2,3,1,Intersection,Rainy,Day,80,Good
2023-09-13,23:00,23,2,Ring Road No 1,21.267657193240073,81.64535122948182,Hit-and-run,Minor,0,1,0,Highway,Clear,Night,100,Damaged
2023-11-19,02:00,2,6,Shankar Nagar,21.245501656817915,81.6450512081317,Hit-and-run,Severe,2,1,2,Urban,Rainy,Night,60,Good
2023-12-11,13:00,13,0,Fafadih,21.229083828881592,81.65854299544797,Collision,Moderate,1,1,0,Rural,Rainy,Day,100,Good
2023-12-13,06:00,6,2,GE Road,21.248647651754116,81.64671362941087,Skid,Fatal,3,2,0,Intersection,Cloudy,Day,60,Under repair
2023-01-28,21:00,21,5,Devendra Nagar,21.24415484884719,81.62412780843917,Overturning,Minor,0,3,0,Intersection,Rainy,Day,100,Damaged
2023-04-29,03:00,3,5,Tikrapara,21.262697023953503,81.62194395087332,Hit-and-run,Moderate,1,2,0,Highway,Clear,Night,40,Good
2023-12-20,14:00,14,2,Shankar Nagar,21.240986530816496,81.63956589100388,Skid,Severe,2,3,3,Rural,Clear,Day,40,Good
2023-11-06,21:00,21,0,Shankar Nagar,21.24744746552005,81.64404023180626,Hit-and-run,Moderate,1,1,2,Highway,Rainy,Day,40,Damaged
2023-07-31,14:00,14,0,Fafadih,21.23334859452561,81.66262001002666,Skid,Minor,0,2,1,Urban,Rainy,Day,80,Wet
2023-08-30,13:00,13,2,Shankar Nagar,21.243410588654445,81.64367375404915,Collision,Minor,0,2,0,Urban,Clear,Day,60,Damaged
2023-07-12,15:00,15,2,Katora Talab,21.23569179991048,81.63530641480332,Overturning,Minor,0,3,1,Highway,Cloudy,Day,60,Good
2023-04-09,11:00,11,6,Telibandha,21.234368361848894,81.64803664711552,Skid,Moderate,1,1,2,Rural,Foggy,Day,40,Good
2023-09-13,10:00,10,2,Shankar Nagar,21.24146896646963,81.64097682990038,Overturning,Minor,0,4,1,Urban,Clear,Day,100,Under repair
2023-09-27,14:00,14,2,Fafadih,21.23032046023566,81.65959936912252,Hit-and-run,Moderate,1,1,1,Urban,Cloudy,Day,40,Good
2023-06-12,03:00,3,0,Shankar Nagar,21.238956757812808,81.64374610142919,Skid,Moderate,1,1,0,Rural,Clear,Night,80,Under repair
2023-08-02,14:00,14,2,Amanaka,21.269752459443264,81.62988437717668,Pedestrian,Fatal,3,4,0,Intersection,Clear,Day,80,Good
2023-12-16,13:00,13,5,Pandri,21.248895510268362,81.63060980428268,Skid,Minor,0,1,1,Intersection,Clear,Day,40,Good
2023-03-04,20:00,20,5,Pandri,21.249770934160843,81.62750917561958,Overturning,Minor,0,4,0,Intersection,Cloudy,Day,40,Good
2023-11-29,01:00,1,2,Tikrapara,21.259876221968977,81.61973079260554,Overturning,Severe,2,2,1,Highway,Clear,Night,40,Good
2023-05-06,10:00,10,5,Pandri,21.247090942628883,81.63125038544365,Overturning,Minor,0,3,0,Highway,Clear,Day,40,Wet
2023-11-29,23:00,23,2,Jail Road,21.22739912015518,81.64004621609526,Pedestrian,Moderate,1,4,2,Highway,Foggy,Night,100,Wet
2023-05-29,02:00,2,0,Telibandha,21.238793739577925,81.64851880164528,Pedestrian,Fatal,3,3,1,Rural,Clear,Night,40,Damaged
2023-08-31,10:00,10,3,Amanaka,21.26692902076161,81.63414294035573,Overturning,Moderate,1,2,1,Urban,Foggy,Day,60,Good
2023-11-26,13:00,13,6,Pandri,21.256275990927225,81.62551497490861,Pedestrian,Severe,2,1,0,Intersection,Foggy,Day,80,Good
2023-09-23,19:00,19,5,Tikrapara,21.265176939057316,81.61792083648677,Skid,Minor,0,2,0,Rural,Foggy,Day,100,Good
2023-02-03,15:00,15,4,Telibandha,21.239006114251268,81.64683986756584,Pedestrian,Minor,0,2,0,Intersection,Clear,Day,80,Wet
2023-01-05,13:00,13,3,Fafadih,21.230786191749967,81.65969127104988,Skid,Minor,0,1,0,Urban,Clear,Day,100,Under repair
2023-02-23,07:00,7,3,Jail Road,21.226662915087367,81.63947324612789,Overturning,Moderate,1,2,2,Highway,Rainy,Day,40,Under repair
2023-11-03,21:00,21,4,Katora Talab,21.235478952324577,81.64005234342731,Overturning,Moderate,1,3,1,Intersection,Clear,Day,40,Good
2023-04-27,00:00,0,3,Katora Talab,21.233202077442957,81.63480807155025,Skid,Severe,2,3,2,Intersection,Clear,Night,80,Damaged
2023-05-02,08:00,8,1,Tikrapara,21.260843538845705,81.61548903835404,Hit-and-run,Moderate,1,4,0,Intersection,Rainy,Day,100,Good
2023-08-07,16:00,16,0,Jail Road,21.231860482486358,81.63890501896135,Skid,Minor,0,2,0,Intersection,Rainy,Day,80,Good
2023-10-16,06:00,6,0,Pandri,21.24392283104525,81.63157954883631,Collision,Minor,0,3,1,Intersection,Clear,Day,80,Wet
2023-11-14,11:00,11,1,Ring Road No 1,21.260049177347693,81.64805667516158,Skid,Minor,0,1,1,Intersection,Clear,Day,60,Wet
2023-05-17,14:00,14,2,Katora Talab,21.238763706248676,81.63345851555275,Hit-and-run,Moderate,1,1,1,Urban,Rainy,Day,60,Good
2023-11-22,03:00,3,2,Devendra Nagar,21.248353316451656,81.6270304982861,Skid,Moderate,1,1,2,Intersection,Clear,Night,60,Wet
2023-11-27,19:00,19,0,Katora Talab,21.23476521461903,81.63687978748787,Collision,Fatal,3,4,4,Urban,Clear,Day,40,Damaged
2023-12-08,03:00,3,4,Telibandha,21.23663361759582,81.65679934775139,Hit-and-run,Severe,2,2,1,Urban,Clear,Night,60,Good
2023-04-05,10:00,10,2,Shankar Nagar,21.241421128986406,81.64517826232287,Skid,Moderate,1,1,2,Urban,Clear,Day,80,Under repair
2023-03-05,13:00,13,6,Devendra Nagar,21.248131370077644,81.62434826346633,Collision,Moderate,1,3,0,Urban,Clear,Day,80,Damaged
2023-12-01,22:00,22,4,Mowa,21.27688837051575,81.64184580752418,Skid,Minor,0,4,0,Intersection,Clear,Night,80,Good
2023-12-13,09:00,9,2,Shankar Nagar,21.237039235661168,81.64277326011515,Skid,Minor,0,2,0,Intersection,Rainy,Day,60,Damaged
2023-02-27,11:00,11,0,Amanaka,21.271048845993086,81.63540049825718,Hit-and-run,Moderate,1,3,0,Rural,Rainy,Day,40,Under repair
2023-06-18,18:00,18,6,Jail Road,21.220880081486122,81.63630309066474,Skid,Fatal,3,2,0,Rural,Clear,Day,80,Wet
2023-12-17,17:00,17,6,Ring Road No 1,21.261155727051456,81.65207497679957,Hit-and-run,Moderate,1,2,1,Rural,Clear,Day,60,Good
2023-10-27,11:00,11,4,Mowa,21.27976801671693,81.64178932862409,Collision,Minor,0,4,0,Urban,Clear,Day,60,Good
2023-02-23,03:00,3,3,Fafadih,21.23500573660981,81.65812127287408,Pedestrian,Severe,2,2,0,Highway,Rainy,Night,40,Good
2023-07-10,21:00,21,0,Tikrapara,21.261930705017082,81.62012422631453,Overturning,Severe,2,3,2,Highway,Clear,Day,60,Good
2023-03-06,05:00,5,0,Ring Road No 1,21.264532664198516,81.65065387870675,Collision,Minor,0,4,0,Rural,Clear,Night,100,Good
2023-10-22,09:00,9,6,Ring Road No 1,21.268892231474496,81.65267958706548,Collision,Severe,2,2,3,Highway,Clear,Day,80,Wet
2023-09-23,06:00,6,5,Mowa,21.27599499241024,81.64304491642721,Pedestrian,Minor,0,1,1,Urban,Clear,Day,60,Good
2023-09-22,00:00,0,4,Pandri,21.25365745013122,81.62783567420323,Pedestrian,Severe,2,4,0,Rural,Rainy,Night,40,Wet
2023-08-18,17:00,17,4,Shankar Nagar,21.246767816740793,81.64324610111714,Hit-and-run,Severe,2,2,0,Urban,Clear,Day,100,Wet
2023-08-13,23:00,23,6,Jail Road,21.222772564987004,81.64099901593202,Collision,Severe,2,2,1,Intersection,Foggy,Night,40,Wet
2023-05-17,12:00,12,2,GE Road,21.249981912536764,81.65051153944363,Skid,Severe,2,3,0,Intersection,Clear,Day,100,Damaged
2023-01-08,10:00,10,6,Pandri,21.254232644520755,81.63018548614143,Skid,Fatal,3,2,1,Rural,Foggy,Day,40,Wet
2023-01-15,21:00,21,6,Katora Talab,21.241695756701834,81.63396387934631,Pedestrian,Minor,0,3,0,Urban,Rainy,Day,80,Good
2023-10-11,05:00,5,2,GE Road,21.25307445346916,81.65131482772091,Skid,Severe,2,2,3,Highway,Cloudy,Night,80,Good
2023-02-21,10:00,10,1,Amanaka,21.26970796209332,81.63733632292394,Pedestrian,Severe,2,2,0,Intersection,Foggy,Day,40,Good
2023-12-15,15:00,15,4,Devendra Nagar,21.243815981038512,81.62213229474294,Overturning,Severe,2,2,1,Highway,Clear,Day,40,Wet
2023-08-09,22:00,22,2,Shankar Nagar,21.239562533928993,81.64282422734911,Hit-and-run,Minor,0,3,1,Urban,Clear,Night,40,Wet
2023-04-16,23:00,23,6,Mowa,21.279875755027565,81.64583778947575,Collision,Minor,0,2,1,Intersection,Clear,Night,40,Under repair
2023-04-21,15:00,15,4,Pandri,21.25377342001307,81.62874561333005,Collision,Severe,2,4,0,Urban,Rainy,Day,40,Damaged
2023-07-09,16:00,16,6,Amanaka,21.266465460937997,81.63629855120756,Collision,Moderate,1,4,0,Rural,Clear,Day,100,Under repair
2023-03-07,09:00,9,1,Amanaka,21.273332259517243,81.63726555492141,Overturning,Minor,0,2,0,Rural,Clear,Day,80,Good
2023-06-18,04:00,4,6,Devendra Nagar,21.24885343257457,81.62276433140642,Skid,Severe,2,2,3,Intersection,Rainy,Night,40,Good
2023-03-23,23:00,23,3,Mowa,21.277500143095473,81.64008929594331,Overturning,Severe,2,1,1,Rural,Rainy,Night,80,Good
2023-02-20,18:00,18,0,Katora Talab,21.236532310600158,81.63426422761209,Overturning,Severe,2,3,2,Rural,Rainy,Day,100,Good
2023-08-17,23:00,23,3,Ring Road No 1,21.264020032885618,81.6508121076289,Collision,Moderate,1,4,1,Rural,Rainy,Night,60,Good
2023-05-14,01:00,1,6,Fafadih,21.23269911681082,81.65886991784107,Collision,Severe,2,3,2,Intersection,Cloudy,Night,100,Damaged
2023-01-05,18:00,18,3,Amanaka,21.272824857040654,81.63522955418674,Overturning,Minor,0,4,1,Urban,Rainy,Day,40,Under repair
2023-02-06,07:00,7,0,Pandri,21.250876668197144,81.62735771224025,Collision,Severe,2,3,0,Rural,Foggy,Day,40,Good
2023-01-10,18:00,18,1,Mowa,21.274904260668826,81.64622389257765,Skid,Minor,0,4,1,Rural,Clear,Day,80,Good
2023-01-07,01:00,1,5,Pandri,21.253063916124397,81.62472824647229,Skid,Minor,0,4,1,Rural,Foggy,Night,80,Wet
2023-09-28,06:00,6,3,Devendra Nagar,21.24788942690213,81.62616744351071,Overturning,Fatal,3,3,1,Rural,Clear,Day,100,Good
2023-10-25,19:00,19,2,Katora Talab,21.2370731283669,81.63929433268726,Overturning,Minor,0,2,1,Intersection,Clear,Day,100,Good
2023-09-29,01:00,1,4,Tikrapara,21.26075015892637,81.61444952941616,Collision,Severe,2,1,0,Urban,Rainy,Night,40,Damaged
2023-06-30,05:00,5,4,Devendra Nagar,21.246695507003146,81.62413469190514,Hit-and-run,Moderate,1,1,1,Rural,Rainy,Night,40,Good
2023-06-23,00:00,0,4,Shankar Nagar,21.241690109453668,81.64382067651063,Collision,Fatal,3,4,2,Highway,Clear,Night,100,Wet
2023-09-05,23:00,23,1,Mowa,21.273897004201427,81.64527170048234,Collision,Fatal,3,1,1,Urban,Rainy,Night,60,Good
2023-07-25,15:00,15,1,Mowa,21.276265634889185,81.63934516162466,Overturning,Minor,0,1,1,Rural,Clear,Day,80,Good
2023-08-03,09:00,9,3,GE Road,21.25085852568308,81.65019891878413,Hit-and-run,Fatal,3,2,2,Rural,Clear,Day,40,Under repair
2023-04-27,05:00,5,3,Katora Talab,21.23719177219078,81.63227202250269,Collision,Severe,2,2,3,Urban,Clear,Night,80,Under repair
2023-12-15,08:00,8,4,Jail Road,21.228281732126426,81.63670087295787,Hit-and-run,Fatal,3,2,4,Intersection,Rainy,Day,80,Under repair
2023-05-17,09:00,9,2,Shankar Nagar,21.24282596029511,81.64532506364353,Hit-and-run,Fatal,3,3,0,Highway,Cloudy,Day,80,Good
2023-05-11,12:00,12,3,Katora Talab,21.236687211187068,81.63707824276428,Hit-and-run,Fatal,3,2,2,Intersection,Clear,Day,40,Wet
2023-05-05,15:00,15,4,Mowa,21.283266204013177,81.64053594444289,Overturning,Moderate,1,4,1,Intersection,Clear,Day,60,Good
2023-06-14,07:00,7,2,Pandri,21.250840280240833,81.63611357858318,Collision,Minor,0,1,1,Highway,Clear,Day,100,Good
2023-10-20,14:00,14,4,Katora Talab,21.24103303023594,81.62948278642257,Overturning,Moderate,1,4,1,Intersection,Clear,Day,40,Wet
2023-10-29,03:00,3,6,Shankar Nagar,21.244661444948182,81.64210167997702,Pedestrian,Fatal,3,4,2,Urban,Rainy,Night,80,Wet
2023-11-09,06:00,6,3,Jail Road,21.232279359332576,81.63786506369755,Hit-and-run,Moderate,1,4,0,Rural,Clear,Day,100,Damaged
2023-06-13,18:00,18,1,Mowa,21.276381174883877,81.64027178785412,Overturning,Moderate,1,2,2,Intersection,Clear,Day,100,Good
2023-05-23,14:00,14,1,Amanaka,21.268284214361405,81.63744597250043,Collision,Moderate,1,3,0,Rural,Clear,Day,100,Damaged
2023-01-29,04:00,4,6,Mowa,21.275356396480554,81.64043215830013,Collision,Fatal,3,1,2,Rural,Cloudy,Night,80,Good
2023-01-19,20:00,20,3,Amanaka,21.264632962828497,81.63802135347024,Hit-and-run,Moderate,1,3,1,Rural,Foggy,Day,60,Good
2023-04-21,15:00,15,4,Jail Road,21.233613090298295,81.63911877970742,Hit-and-run,Fatal,3,3,2,Rural,Clear,Day,80,Wet
2023-08-31,12:00,12,3,Jail Road,21.228906151905562,81.64145966570685,Overturning,Fatal,3,2,1,Rural,Cloudy,Day,80,Under repair
2023-12-29,10:00,10,4,Pandri,21.255823446022134,81.63082583224269,Skid,Moderate,1,2,0,Intersection,Clear,Day,60,Good
2023-08-29,04:00,4,1,Ring Road No 1,21.261307374172574,81.64634353228405,Pedestrian,Severe,2,4,3,Rural,Clear,Night,100,Good
2023-10-12,18:00,18,3,Ring Road No 1,21.26005462121201,81.65141965835095,Pedestrian,Severe,2,4,3,Highway,Cloudy,Day,60,Good
2023-11-09,17:00,17,3,Devendra Nagar,21.2436340174304,81.62398490311797,Overturning,Moderate,1,4,2,Rural,Clear,Day,80,Wet
2023-11-04,09:00,9,5,Jail Road,21.22814122795129,81.63692556070612,Collision,Minor,0,4,1,Highway,Clear,Day,100,Good
2023-09-11,14:00,14,0,Mowa,21.27536890510564,81.64698706352813,Skid,Moderate,1,4,0,Intersection,Rainy,Day,80,Wet
2023-10-28,03:00,3,5,Shankar Nagar,21.246166963247553,81.64729155385548,Overturning,Fatal,3,3,0,Intersection,Clear,Night,60,Good
2023-06-26,01:00,1,0,Telibandha,21.240519852702267,81.64881002577415,Skid,Severe,2,4,3,Highway,Clear,Night,100,Wet
2023-04-17,01:00,1,0,Telibandha,21.24287002276747,81.65000079599591,Hit-and-run,Minor,0,1,0,Urban,Clear,Night,80,Damaged
2023-01-10,04:00,4,1,GE Road,21.251862525310873,81.64877152686277,Skid,Severe,2,2,1,Intersection,Clear,Night,60,Damaged
2023-11-16,09:00,9,3,Amanaka,21.261159287342146,81.63981420503688,Overturning,Minor,0,3,0,Highway,Clear,Day,60,Wet
2023-08-04,08:00,8,4,Amanaka,21.271473011837873,81.6359894691826,Collision,Minor,0,2,1,Highway,Clear,Day,80,Good
2023-10-30,11:00,11,0,Fafadih,21.232914671813187,81.66169028346116,Pedestrian,Minor,0,1,0,Urban,Clear,Day,40,Under repair
2023-07-17,13:00,13,0,GE Road,21.249408163192463,81.65074973805692,Skid,Severe,2,2,1,Rural,Rainy,Day,60,Wet
2023-09-04,11:00,11,0,Tikrapara,21.256178704966803,81.61925820529741,Skid,Moderate,1,2,2,Rural,Foggy,Day,100,Good
2023-09-03,07:00,7,6,Ring Road No 1,21.265084720411714,81.65060399259853,Skid,Moderate,1,1,2,Urban,Clear,Day,40,Damaged
2023-04-02,14:00,14,6,Ring Road No 1,21.264512603377415,81.6482259968233,Collision,Minor,0,4,0,Highway,Clear,Day,100,Good
2023-06-18,11:00,11,6,Pandri,21.248502519687314,81.63031015136308,Hit-and-run,Moderate,1,2,1,Rural,Clear,Day,60,Wet
2023-07-22,17:00,17,5,Telibandha,21.240935648963863,81.6444754030335,Overturning,Severe,2,2,2,Highway,Rainy,Day,60,Damaged
2023-08-15,05:00,5,1,Devendra Nagar,21.247166061905332,81.62177039549887,Overturning,Moderate,1,4,2,Highway,Clear,Night,40,Good
2023-07-14,22:00,22,4,Mowa,21.278321581738076,81.63828144622931,Hit-and-run,Severe,2,4,3,Rural,Foggy,Night,60,Damaged
2023-02-21,23:00,23,1,Amanaka,21.26744514827944,81.63789837597659,Hit-and-run,Moderate,1,1,0,Highway,Clear,Night,80,Good
2023-12-27,00:00,0,2,Shankar Nagar,21.24359859012194,81.64095166479487,Collision,Minor,0,2,1,Urban,Clear,Night,60,Good
2023-08-05,11:00,11,5,Telibandha,21.238550534942107,81.65156763547398,Skid,Fatal,3,4,1,Rural,Clear,Day,80,Good
2023-04-18,11:00,11,1,GE Road,21.25252148348849,81.64867491899881,Collision,Minor,0,1,0,Rural,Clear,Day,80,Good
2023-04-26,02:00,2,2,Mowa,21.28217887733269,81.64521138791072,Collision,Moderate,1,1,2,Intersection,Foggy,Night,80,Wet
2023-08-19,11:00,11,5,Shankar Nagar,21.244740116087392,81.64226383534873,Overturning,Minor,0,2,0,Urban,Clear,Day,40,Wet
2023-08-16,06:00,6,2,Ring Road No 1,21.26537196328536,81.6521428022654,Hit-and-run,Minor,0,4,0,Highway,Clear,Day,40,Good
2023-10-17,05:00,5,1,Amanaka,21.27318240021542,81.63769868413021,Hit-and-run,Minor,0,2,0,Rural,Clear,Night,40,Under repair
2023-02-09,06:00,6,3,Devendra Nagar,21.242545238295747,81.62014211048778,Hit-and-run,Minor,0,4,1,Highway,Clear,Day,60,Under repair
2023-02-13,08:00,8,0,Fafadih,21.23099625136679,81.6641284160702,Collision,Moderate,1,3,1,Highway,Clear,Day,40,Damaged
2023-01-16,01:00,1,0,Ring Road No 1,21.258671073009687,81.65238427216732,Collision,Moderate,1,3,2,Urban,Cloudy,Night,40,Wet
2023-06-17,19:00,19,5,GE Road,21.25228762927328,81.65238794417606,Overturning,Severe,2,1,1,Intersection,Cloudy,Day,100,Wet
2023-12-26,08:00,8,1,Tikrapara,21.260641016071993,81.61467037182825,Overturning,Fatal,3,4,4,Intersection,Rainy,Day,100,Good
2023-05-12,16:00,16,4,Fafadih,21.230221935118056,81.6576540134343,Pedestrian,Minor,0,3,1,Rural,Foggy,Day,40,Damaged
